fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,tipodom,cod_prov,nomprov,ind_actividad_cliente,renta,segmento,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
2015-11-28,15889,F,ES,V,56,1995-01-16,0.0,249,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,326124.9,01 - TOP,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-12-28,15889,F,ES,V,56,1995-01-16,0.0,250,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,326124.9,01 - TOP,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0
2016-01-28,15889,F,ES,V,56,1995-01-16,0.0,251,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,326124.9,01 - TOP,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0
2016-02-28,15889,F,ES,V,56,1995-01-16,0.0,252,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,326124.9,01 - TOP,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2016-03-28,15889,F,ES,V,56,1995-01-16,0.0,253,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,326124.9,01 - TOP,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0
2016-04-28,15889,F,ES,V,56,1995-01-16,0.0,254,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,326124.9,01 - TOP,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2016-05-28,15889,F,ES,V,56,1995-01-16,0.0,255,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,326124.9,01 - TOP,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0
2015-01-28,15890,A,ES,V, 62,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-02-28,15890,A,ES,V, 62,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-03-28,15890,A,ES,V, 62,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-04-28,15890,A,ES,V, 62,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-05-28,15890,A,ES,V, 62,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-06-28,15890,A,ES,V, 62,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-07-28,15890,A,ES,V,62,1995-01-16,0.0,246,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-08-28,15890,A,ES,V,62,1995-01-16,0.0,247,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-09-28,15890,A,ES,V,62,1995-01-16,0.0,248,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-10-28,15890,A,ES,V,63,1995-01-16,0.0,249,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-11-28,15890,A,ES,V,63,1995-01-16,0.0,250,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-12-28,15890,A,ES,V,63,1995-01-16,0.0,251,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2016-01-28,15890,A,ES,V,63,1995-01-16,0.0,252,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2016-02-28,15890,A,ES,V,63,1995-01-16,0.0,253,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,01 - TOP,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2016-03-28,15890,A,ES,V,63,1995-01-16,0.0,254,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,01 - TOP,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2016-04-28,15890,A,ES,V,63,1995-01-16,0.0,255,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,01 - TOP,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2016-05-28,15890,A,ES,V,63,1995-01-16,0.0,256,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,71461.2,01 - TOP,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1
2015-07-28,15891,N,ES,H,59,2015-07-28,0.0,246,1.0,,2,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-08-28,15891,N,ES,H,59,2015-07-28,0.0,246,99.0,2015-08-05,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,0.0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,15892,F,ES,H, 61,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-02-28,15892,F,ES,H, 61,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-03-28,15892,F,ES,H, 61,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-04-28,15892,F,ES,H, 61,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-05-28,15892,F,ES,H, 61,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-06-28,15892,F,ES,H, 61,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-07-28,15892,F,ES,H,61,1995-01-16,0.0,246,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-08-28,15892,F,ES,H,61,1995-01-16,0.0,247,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-09-28,15892,F,ES,H,61,1995-01-16,0.0,248,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-10-28,15892,F,ES,H,61,1995-01-16,0.0,249,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-11-28,15892,F,ES,H,61,1995-01-16,0.0,250,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-12-28,15892,F,ES,H,61,1995-01-16,0.0,251,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2016-01-28,15892,F,ES,H,61,1995-01-16,0.0,252,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2016-02-28,15892,F,ES,H,61,1995-01-16,0.0,253,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2016-03-28,15892,F,ES,H,62,1995-01-16,0.0,254,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2016-04-28,15892,F,ES,H,62,1995-01-16,0.0,255,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2016-05-28,15892,F,ES,H,62,1995-01-16,0.0,256,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,1
2015-01-28,15893,N,ES,V, 62,1997-10-03,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-02-28,15893,N,ES,V, 62,1997-10-03,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-03-28,15893,N,ES,V, 62,1997-10-03,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-04-28,15893,N,ES,V, 62,1997-10-03,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-05-28,15893,N,ES,V, 62,1997-10-03,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-06-28,15893,N,ES,V, 62,1997-10-03,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-07-28,15893,N,ES,V,62,1997-10-03,0.0,246,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-08-28,15893,N,ES,V,62,1997-10-03,0.0,247,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-09-28,15893,N,ES,V,62,1997-10-03,0.0,248,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-10-28,15893,N,ES,V,62,1997-10-03,0.0,249,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-11-28,15893,N,ES,V,62,1997-10-03,0.0,250,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-12-28,15893,N,ES,V,62,1997-10-03,0.0,251,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2016-01-28,15893,N,ES,V,62,1997-10-03,0.0,252,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2016-02-28,15893,N,ES,V,62,1997-10-03,0.0,253,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2016-03-28,15893,N,ES,V,62,1997-10-03,0.0,254,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2016-04-28,15893,N,ES,V,63,1997-10-03,0.0,255,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2016-05-28,15893,N,ES,V,63,1997-10-03,0.0,256,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,430477.41,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
2015-01-28,15894,A,ES,V, 59,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-02-28,15894,A,ES,V, 59,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-03-28,15894,A,ES,V, 59,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-04-28,15894,A,ES,V, 59,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-05-28,15894,A,ES,V, 59,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-06-28,15894,A,ES,V, 59,1995-01-16,0.0,    246,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-07-28,15894,A,ES,V,59,1995-01-16,0.0,246,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-08-28,15894,A,ES,V,59,1995-01-16,0.0,247,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-09-28,15894,A,ES,V,59,1995-01-16,0.0,248,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-10-28,15894,A,ES,V,59,1995-01-16,0.0,249,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-11-28,15894,A,ES,V,59,1995-01-16,0.0,250,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-12-28,15894,A,ES,V,59,1995-01-16,0.0,251,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2016-01-28,15894,A,ES,V,60,1995-01-16,0.0,252,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2016-02-28,15894,A,ES,V,60,1995-01-16,0.0,253,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2016-03-28,15894,A,ES,V,60,1995-01-16,0.0,254,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2016-04-28,15894,A,ES,V,60,1995-01-16,0.0,255,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2016-05-28,15894,A,ES,V,60,1995-01-16,0.0,256,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,281757.72,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,1.0,1
2015-01-28,15895,A,ES,H, 49,1995-01-16,0.0,    208,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,205427.58,02 - PARTICULARES,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0.0,0.0,1
2015-02-28,15895,A,ES,H, 49,1995-01-16,0.0,    208,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,205427.58,02 - PARTICULARES,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0.0,0.0,1
2015-03-28,15895,A,ES,H, 49,1995-01-16,0.0,    208,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,205427.58,02 - PARTICULARES,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0.0,0.0,1
2015-04-28,15895,A,ES,H, 49,1995-01-16,0.0,    208,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,205427.58,02 - PARTICULARES,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0.0,0.0,1
2015-05-28,15895,A,ES,H, 49,1995-01-16,0.0,    208,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,205427.58,02 - PARTICULARES,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0.0,0.0,1
2015-06-28,15895,A,ES,H, 49,1995-01-16,0.0,    208,1.0,,1.0,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,205427.58,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0.0,0.0,1
2015-07-28,15895,A,ES,H,49,1995-01-16,0.0,208,1.0,,1,A,S,N,N,KAT,N,1.0,28.0,MADRID,1.0,205427.58,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0.0,0.0,1
